statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.83;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;42.17;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;3.2;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.34;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.12;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;41.83;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;4.1;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.71;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;38.82;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.85;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;5.0;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;2.03;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;38.42;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.49;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;5.1;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;2.07;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;39.14;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;41.06;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;4.7;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.92;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;39.19;mn;ERW002;Persons in employment;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;40.97;mn;ERW001;Economically active population;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;4.3;percent;ERW089;Unemployment rate;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;1.78;mn;ERW003;Unemployed persons;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;38.41;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.48;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;5.1;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;2.07;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;38.74;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.78;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;5.0;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;2.04;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.78;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;42.13;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;3.2;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.35;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;39.2;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;41.14;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;4.7;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.94;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;41.07;mn;ERW002;Persons in employment;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;42.27;mn;ERW001;Economically active population;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;2.8;percent;ERW089;Unemployment rate;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;1.2;mn;ERW003;Unemployed persons;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.64;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;42.12;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;3.5;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.48;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;38.73;mn;ERW002;Persons in employment;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;40.7;mn;ERW001;Economically active population;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;4.8;percent;ERW089;Unemployment rate;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;1.97;mn;ERW003;Unemployed persons;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.41;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;41.93;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;3.6;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.52;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.76;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;42.11;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;3.2;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2018;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.35;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.25;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;41.93;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;4.0;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.68;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;38.46;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.52;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;5.1;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;2.06;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.43;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;41.99;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;3.7;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2016;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.56;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;41.13;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;42.38;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;2.9;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.25;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;38.73;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.79;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;5.0;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;2.06;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;39.6;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;41.34;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;4.2;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.74;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;39.08;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;41.01;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;4.7;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2014;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.93;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.69;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;42.15;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;3.5;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2017;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.46;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;39.0;mn;ERW002;Persons in employment;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;40.87;mn;ERW001;Economically active population;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;4.6;percent;ERW089;Unemployment rate;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;1.87;mn;ERW003;Unemployed persons;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;38.36;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;40.43;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;5.1;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;2.07;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;38.8;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;40.82;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;5.0;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2013;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;2.02;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;39.2;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;41.06;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;4.5;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2015;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;BV4TB;BV4.1 trend;1.86;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;41.19;mn;ERW002;Persons in employment;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;42.47;mn;ERW001;Economically active population;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;3.0;percent;ERW089;Unemployment rate;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;X13JDTB;X13 JDemetra+  trend;1.28;mn;ERW003;Unemployed persons;p
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;41.35;mn;ERW002;Persons in employment;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;42.63;mn;ERW001;Economically active population;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;3.0;percent;ERW089;Unemployment rate;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2019;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;1.28;mn;ERW003;Unemployed persons;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;38.66;mn;ERW002;Persons in employment;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;40.62;mn;ERW001;Economically active population;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;4.8;percent;ERW089;Unemployment rate;r
13231;Unemployment statistics based on the ILO concept;JAHR;Year;2012;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;WERT06;Original and adjusted data;WERTORG;Unadjusted values;1.96;mn;ERW003;Unemployed persons;r
